horario,pressao,geracao,vazao
"08/02/2023 17:29:07",157,18,24398
"08/02/2023 17:29:07",172,7,24401
"08/02/2023 17:29:07",157,18,24405
"08/02/2023 17:29:07",170,8,24408
"08/02/2023 17:29:07",173,16,24412
"08/02/2023 17:29:07",189,18,24416
"08/02/2023 17:29:07",157,40,24420
"08/02/2023 17:29:08",169,79,24424
"08/02/2023 17:29:08",156,55,24429
"08/02/2023 17:29:08",159,85,24433
"08/02/2023 17:29:08",183,47,24437
"08/02/2023 17:29:08",172,28,24442
"08/02/2023 17:29:08",159,31,24447
"08/02/2023 17:29:08",173,89,24451
"08/02/2023 17:29:08",170,61,24455
"08/02/2023 17:29:08",156,105,24459
"08/02/2023 17:29:08",156,63,24464
"08/02/2023 17:29:09",185,75,24467
"08/02/2023 17:29:09",172,104,24471
"08/02/2023 17:29:09",156,87,24475
"08/02/2023 17:29:09",172,105,24479
"08/02/2023 17:29:09",160,58,24484
"08/02/2023 17:29:09",157,87,24488
"08/02/2023 17:29:09",184,43,24492
"08/02/2023 17:29:09",182,22,24495
"08/02/2023 17:29:09",184,57,24499
"08/02/2023 17:29:09",157,55,24503
"08/02/2023 17:29:10",184,29,24506
"08/02/2023 17:29:10",158,8,24510
"08/02/2023 17:29:10",158,20,24513
"08/02/2023 17:29:10",169,27,24517
"08/02/2023 17:29:10",142,74,24521
"08/02/2023 17:29:10",185,42,24525
"08/02/2023 17:29:10",168,29,24528
"08/02/2023 17:29:10",157,18,24531
"08/02/2023 17:29:10",159,25,24535
"08/02/2023 17:29:10",167,75,24538
"08/02/2023 17:29:11",172,24,24542
"08/02/2023 17:29:11",158,28,24546
"08/02/2023 17:29:11",176,22,24549
"08/02/2023 17:29:11",186,22,24553
"08/02/2023 17:29:11",175,221,24555
"08/02/2023 17:29:11",152,377,24558
"08/02/2023 17:29:11",155,447,24562
"08/02/2023 17:29:11",183,475,24566
"08/02/2023 17:29:11",143,524,24571
"08/02/2023 17:29:11",185,584,24576
"08/02/2023 17:29:12",137,601,24581
"08/02/2023 17:29:12",160,599,24586
"08/02/2023 17:29:12",168,622,24591
"08/02/2023 17:29:12",172,623,24595
"08/02/2023 17:29:12",186,634,24600
"08/02/2023 17:29:12",167,618,24606
"08/02/2023 17:29:12",168,649,24611
"08/02/2023 17:29:12",166,652,24616
"08/02/2023 17:29:12",171,618,24622
"08/02/2023 17:29:12",154,538,24628
"08/02/2023 17:29:13",170,472,24634
"08/02/2023 17:29:13",190,445,24640
"08/02/2023 17:29:13",168,488,24644
"08/02/2023 17:29:13",151,494,24649
"08/02/2023 17:29:13",158,507,24654
"08/02/2023 17:29:13",199,476,24658
"08/02/2023 17:29:13",142,445,24662
"08/02/2023 17:29:13",155,444,24666
"08/02/2023 17:29:13",156,439,24671
"08/02/2023 17:29:13",185,398,24675
"08/02/2023 17:29:14",168,362,24679
"08/02/2023 17:29:14",159,334,24683
"08/02/2023 17:29:14",154,345,24687
"08/02/2023 17:29:14",157,333,24691
"08/02/2023 17:29:14",171,342,24695
"08/02/2023 17:29:14",153,331,24699
"08/02/2023 17:29:14",160,332,24703
"08/02/2023 17:29:14",171,328,24707
"08/02/2023 17:29:14",182,335,24711
"08/02/2023 17:29:14",189,334,24715
"08/02/2023 17:29:15",169,333,24719
"08/02/2023 17:29:15",159,344,24723
"08/02/2023 17:29:15",168,333,24728
"08/02/2023 17:29:15",186,364,24732
"08/02/2023 17:29:15",153,362,24736
"08/02/2023 17:29:15",167,393,24740
"08/02/2023 17:29:15",154,394,24745
"08/02/2023 17:29:15",171,366,24749
"08/02/2023 17:29:15",159,408,24753
"08/02/2023 17:29:15",170,397,24757
"08/02/2023 17:29:16",166,413,24762
"08/02/2023 17:29:16",171,423,24766
"08/02/2023 17:29:16",173,425,24770
"08/02/2023 17:29:16",153,441,24775
"08/02/2023 17:29:16",160,455,24779
"08/02/2023 17:29:16",151,460,24784
"08/02/2023 17:29:16",169,475,24788
"08/02/2023 17:29:16",169,491,24793
"08/02/2023 17:29:16",158,493,24798
"08/02/2023 17:29:16",171,510,24802
"08/02/2023 17:29:17",172,527,24807
"08/02/2023 17:29:17",169,553,24812
"08/02/2023 17:29:17",155,555,24816
"08/02/2023 17:29:17",141,572,24821
"08/02/2023 17:29:17",167,602,24826
"08/02/2023 17:29:17",166,602,24831
"08/02/2023 17:29:17",170,604,24836
"08/02/2023 17:29:17",187,633,24841
"08/02/2023 17:29:17",152,652,24846
"08/02/2023 17:29:17",152,652,24851
"08/02/2023 17:29:18",160,671,24856
"08/02/2023 17:29:18",144,680,24861
"08/02/2023 17:29:18",170,685,24866
"08/02/2023 17:29:18",169,681,24871
"08/02/2023 17:29:18",186,687,24876
"08/02/2023 17:29:18",184,698,24881
"08/02/2023 17:29:18",190,695,24887
"08/02/2023 17:29:18",142,702,24892
"08/02/2023 17:29:18",168,704,24897
"08/02/2023 17:29:18",169,701,24902
"08/02/2023 17:29:19",158,704,24907
"08/02/2023 17:29:19",167,717,24912
"08/02/2023 17:29:19",156,700,24917
"08/02/2023 17:29:19",171,711,24922
"08/02/2023 17:29:19",169,717,24927
"08/02/2023 17:29:19",142,685,24933
"08/02/2023 17:29:19",172,649,24939
"08/02/2023 17:29:19",188,651,24944
"08/02/2023 17:29:19",184,653,24949
"08/02/2023 17:29:19",159,680,24954
"08/02/2023 17:29:20",171,559,24961
"08/02/2023 17:29:20",175,536,24966
"08/02/2023 17:29:20",171,524,24971
"08/02/2023 17:29:20",173,440,24978
"08/02/2023 17:29:20",187,442,24984
"08/02/2023 17:29:20",192,409,24991
"08/02/2023 17:29:20",159,479,24996
"08/02/2023 17:29:20",171,441,25002
"08/02/2023 17:29:20",168,441,25008
"08/02/2023 17:29:21",171,361,25015
"08/02/2023 17:29:21",184,328,25022
"08/02/2023 17:29:21",188,319,25028
"08/02/2023 17:29:21",155,265,25034
"08/02/2023 17:29:21",141,249,25039
"08/02/2023 17:29:21",173,284,25044
"08/02/2023 17:29:21",175,266,25049
"08/02/2023 17:29:21",170,318,25054
"08/02/2023 17:29:21",152,299,25059
"08/02/2023 17:29:21",172,251,25063
"08/02/2023 17:29:22",184,220,25067
"08/02/2023 17:29:22",182,278,25072
"08/02/2023 17:29:22",172,282,25076
"08/02/2023 17:29:22",158,263,25081
"08/02/2023 17:29:22",140,254,25085
"08/02/2023 17:29:22",172,252,25089
"08/02/2023 17:29:22",158,263,25094
"08/02/2023 17:29:22",155,286,25098
"08/02/2023 17:29:22",172,330,25101
"08/02/2023 17:29:22",136,490,25104
"08/02/2023 17:29:23",169,576,25107
"08/02/2023 17:29:23",159,633,25111
"08/02/2023 17:29:23",168,663,25115
"08/02/2023 17:29:23",170,696,25119
"08/02/2023 17:29:23",191,732,25124
"08/02/2023 17:29:23",186,747,25129
"08/02/2023 17:29:23",187,760,25134
"08/02/2023 17:29:23",169,764,25139
"08/02/2023 17:29:23",153,750,25144
"08/02/2023 17:29:23",175,663,25151
"08/02/2023 17:29:24",167,571,25157
"08/02/2023 17:29:24",172,553,25162
"08/02/2023 17:29:24",152,314,25169
"08/02/2023 17:29:24",169,299,25173
"08/02/2023 17:29:24",170,266,25178
"08/02/2023 17:29:24",170,182,25183
"08/02/2023 17:29:24",157,300,25187
"08/02/2023 17:29:24",152,333,25192
"08/02/2023 17:29:24",167,490,25195
"08/02/2023 17:29:24",167,587,25199
"08/02/2023 17:29:25",158,428,25205
"08/02/2023 17:29:25",171,186,25210
"08/02/2023 17:29:25",158,345,25214
"08/02/2023 17:29:25",174,525,25216
"08/02/2023 17:29:25",188,558,25220
"08/02/2023 17:29:25",170,571,25224
"08/02/2023 17:29:25",167,584,25229
"08/02/2023 17:29:25",172,600,25234
"08/02/2023 17:29:25",191,590,25239
"08/02/2023 17:29:25",156,512,25245
"08/02/2023 17:29:26",189,512,25252
"08/02/2023 17:29:26",168,426,25258
"08/02/2023 17:29:26",171,359,25265
"08/02/2023 17:29:26",171,329,25271
"08/02/2023 17:29:26",159,320,25276
"08/02/2023 17:29:26",169,253,25282
"08/02/2023 17:29:26",171,171,25287
"08/02/2023 17:29:26",174,231,25291
"08/02/2023 17:29:26",158,238,25294
"08/02/2023 17:29:26",158,176,25298
"08/02/2023 17:29:27",171,200,25303
"08/02/2023 17:29:27",168,168,25308
"08/02/2023 17:29:27",175,141,25312
"08/02/2023 17:29:27",155,72,25317
"08/02/2023 17:29:27",159,239,25322
"08/02/2023 17:29:27",154,329,25327
"08/02/2023 17:29:27",152,552,25329
"08/02/2023 17:29:27",140,572,25334
"08/02/2023 17:29:27",157,623,25339
"08/02/2023 17:29:27",153,685,25343
"08/02/2023 17:29:28",154,623,25350
"08/02/2023 17:29:28",184,524,25357
"08/02/2023 17:29:28",172,380,25363
"08/02/2023 17:29:28",153,254,25368
"08/02/2023 17:29:28",151,171,25373
"08/02/2023 17:29:28",158,478,25375
"08/02/2023 17:29:28",173,632,25378
"08/02/2023 17:29:28",152,679,25382
"08/02/2023 17:29:28",158,702,25387
"08/02/2023 17:29:28",171,696,25394
"08/02/2023 17:29:29",159,717,25399
"08/02/2023 17:29:29",159,760,25404
"08/02/2023 17:29:29",154,781,25409
"08/02/2023 17:29:29",175,782,25414
"08/02/2023 17:29:29",168,495,25422
"08/02/2023 17:29:29",156,381,25427
"08/02/2023 17:29:29",157,253,25432
"08/02/2023 17:29:29",158,201,25437
"08/02/2023 17:29:29",183,104,25442
"08/02/2023 17:29:29",153,190,25446
"08/02/2023 17:29:30",151,111,25450
"08/02/2023 17:29:30",156,140,25455
"08/02/2023 17:29:30",168,106,25460
"08/02/2023 17:29:30",172,284,25465
"08/02/2023 17:29:30",173,349,25471
"08/02/2023 17:29:30",183,381,25476
"08/02/2023 17:29:30",168,256,25482
"08/02/2023 17:29:30",172,94,25487
"08/02/2023 17:29:30",159,201,25492
"08/02/2023 17:29:30",158,218,25497
"08/02/2023 17:29:31",185,221,25501
"08/02/2023 17:29:31",185,254,25505
"08/02/2023 17:29:31",200,234,25509
"08/02/2023 17:29:31",200,363,25514
"08/02/2023 17:29:31",191,200,25518
"08/02/2023 17:29:31",169,254,25522
"08/02/2023 17:29:31",184,313,25527
"08/02/2023 17:29:31",168,352,25531
"08/02/2023 17:29:31",171,328,25537
"08/02/2023 17:29:31",185,186,25542
"08/02/2023 17:29:32",184,155,25545
"08/02/2023 17:29:32",167,249,25549
"08/02/2023 17:29:32",167,155,25553
"08/02/2023 17:29:32",151,173,25557
"08/02/2023 17:29:32",157,127,25561
"08/02/2023 17:29:32",169,141,25566
"08/02/2023 17:29:32",170,110,25571
"08/02/2023 17:29:32",173,460,25574
"08/02/2023 17:29:32",159,575,25578
"08/02/2023 17:29:32",153,653,25582
"08/02/2023 17:29:33",169,701,25587
"08/02/2023 17:29:33",169,745,25592
"08/02/2023 17:29:33",157,761,25597
"08/02/2023 17:29:33",175,761,25602
"08/02/2023 17:29:33",168,750,25607
"08/02/2023 17:29:33",173,761,25612
"08/02/2023 17:29:33",169,744,25618
"08/02/2023 17:29:33",156,670,25623
"08/02/2023 17:29:33",170,601,25630
"08/02/2023 17:29:33",172,634,25635
"08/02/2023 17:29:34",155,699,25640
"08/02/2023 17:29:34",188,729,25645
"08/02/2023 17:29:34",172,747,25650
"08/02/2023 17:29:34",156,776,25656
"08/02/2023 17:29:34",152,782,25661
"08/02/2023 17:29:34",155,795,25666
"08/02/2023 17:29:34",159,782,25672
"08/02/2023 17:29:34",156,782,25677
"08/02/2023 17:29:34",156,567,25684
"08/02/2023 17:29:34",171,333,25690
"08/02/2023 17:29:35",174,216,25695
"08/02/2023 17:29:35",174,171,25699
"08/02/2023 17:29:35",171,111,25704
"08/02/2023 17:29:35",136,492,25706
"08/02/2023 17:29:35",172,647,25710
"08/02/2023 17:29:35",158,682,25714
"08/02/2023 17:29:35",155,621,25720
"08/02/2023 17:29:35",169,631,25725
"08/02/2023 17:29:35",167,656,25731
"08/02/2023 17:29:35",169,679,25736
"08/02/2023 17:29:36",159,458,25743
"08/02/2023 17:29:36",170,344,25749
"08/02/2023 17:29:36",155,313,25753
"08/02/2023 17:29:36",187,281,25759
"08/02/2023 17:29:36",176,251,25764
"08/02/2023 17:29:36",154,330,25768
"08/02/2023 17:29:36",158,377,25772
"08/02/2023 17:29:36",186,541,25775
"08/02/2023 17:29:36",159,649,25779
"08/02/2023 17:29:36",168,680,25783
"08/02/2023 17:29:37",159,718,25788
"08/02/2023 17:29:37",157,760,25793
"08/02/2023 17:29:37",168,656,25800
"08/02/2023 17:29:37",187,622,25806
"08/02/2023 17:29:37",170,511,25812
"08/02/2023 17:29:37",174,487,25819
"08/02/2023 17:29:37",174,601,25823
"08/02/2023 17:29:37",159,493,25830
"08/02/2023 17:29:37",154,265,25835
"08/02/2023 17:29:37",167,302,25838
"08/02/2023 17:29:38",153,572,25841
"08/02/2023 17:29:38",171,663,25844
"08/02/2023 17:29:38",156,696,25848
"08/02/2023 17:29:38",187,710,25853
"08/02/2023 17:29:38",175,746,25857
"08/02/2023 17:29:38",167,699,25862
"08/02/2023 17:29:38",168,672,25869
"08/02/2023 17:29:38",173,667,25873
"08/02/2023 17:29:38",157,714,25878
"08/02/2023 17:29:38",168,731,25883
"08/02/2023 17:29:39",153,733,25888
"08/02/2023 17:29:39",172,760,25893
"08/02/2023 17:29:39",156,767,25898
"08/02/2023 17:29:39",171,781,25903
"08/02/2023 17:29:39",157,796,25908
"08/02/2023 17:29:39",174,795,25913
"08/02/2023 17:29:39",170,809,25919
"08/02/2023 17:29:39",188,812,25924
"08/02/2023 17:29:39",155,809,25929
"08/02/2023 17:29:39",155,799,25935
"08/02/2023 17:29:40",156,793,25940
"08/02/2023 17:29:40",169,795,25945
"08/02/2023 17:29:40",159,796,25950
"08/02/2023 17:29:40",183,784,25955
"08/02/2023 17:29:40",169,795,25961
"08/02/2023 17:29:40",187,781,25966
"08/02/2023 17:29:40",168,790,25971
"08/02/2023 17:29:40",169,779,25977
"08/02/2023 17:29:40",184,799,25982
"08/02/2023 17:29:40",168,808,25988
"08/02/2023 17:29:41",155,719,25994
"08/02/2023 17:29:41",169,663,26000
"08/02/2023 17:29:41",157,617,26006
"08/02/2023 17:29:41",172,654,26011
"08/02/2023 17:29:41",171,639,26017
"08/02/2023 17:29:41",184,685,26023
"08/02/2023 17:29:41",141,681,26028
"08/02/2023 17:29:41",184,714,26033
"08/02/2023 17:29:41",160,746,26038
"08/02/2023 17:29:41",300,780,26043
"08/02/2023 17:29:42",157,793,26048
"08/02/2023 17:29:42",142,808,26054
"08/02/2023 17:29:42",143,793,26059
"08/02/2023 17:29:42",156,824,26064
"08/02/2023 17:29:42",156,736,26071
"08/02/2023 17:29:42",150,632,26077
"08/02/2023 17:29:42",152,634,26083
"08/02/2023 17:29:42",172,632,26089
"08/02/2023 17:29:42",152,668,26094
"08/02/2023 17:29:42",171,670,26100
"08/02/2023 17:29:43",186,685,26105
"08/02/2023 17:29:43",185,668,26111
"08/02/2023 17:29:43",158,542,26118
"08/02/2023 17:29:43",155,490,26123
"08/02/2023 17:29:43",172,604,26128
"08/02/2023 17:29:43",138,666,26133
"08/02/2023 17:29:43",156,702,26138
"08/02/2023 17:29:43",156,760,26144
"08/02/2023 17:29:43",174,779,26149
"08/02/2023 17:29:43",154,793,26154
"08/02/2023 17:29:44",155,814,26159
"08/02/2023 17:29:44",183,814,26164
"08/02/2023 17:29:44",168,825,26169
"08/02/2023 17:29:44",173,814,26174
"08/02/2023 17:29:44",169,814,26180
"08/02/2023 17:29:44",174,815,26185
"08/02/2023 17:29:44",165,826,26191
"08/02/2023 17:29:44",155,843,26196
"08/02/2023 17:29:44",141,742,26202
"08/02/2023 17:29:44",172,615,26209
"08/02/2023 17:29:45",200,699,26214
"08/02/2023 17:29:45",140,713,26219
"08/02/2023 17:29:45",174,671,26225
"08/02/2023 17:29:45",170,669,26231
"08/02/2023 17:29:45",185,703,26236
"08/02/2023 17:29:45",174,746,26241
"08/02/2023 17:29:45",170,775,26247
"08/02/2023 17:29:45",185,719,26253
"08/02/2023 17:29:45",188,654,26259
"08/02/2023 17:29:45",169,684,26264
"08/02/2023 17:29:46",189,716,26270
"08/02/2023 17:29:46",189,734,26275
"08/02/2023 17:29:46",155,775,26280
"08/02/2023 17:29:46",170,790,26285
"08/02/2023 17:29:46",169,808,26290
"08/02/2023 17:29:46",168,798,26295
"08/02/2023 17:29:46",169,808,26301
"08/02/2023 17:29:46",172,816,26306
"08/02/2023 17:29:46",173,814,26311
"08/02/2023 17:29:46",184,824,26316
"08/02/2023 17:29:47",171,839,26322
"08/02/2023 17:29:47",173,827,26327
"08/02/2023 17:29:47",152,777,26332
"08/02/2023 17:29:47",155,733,26339
"08/02/2023 17:29:47",171,749,26344
"08/02/2023 17:29:47",158,778,26349
"08/02/2023 17:29:47",151,799,26354
"08/02/2023 17:29:47",154,825,26360
"08/02/2023 17:29:47",171,814,26365
"08/02/2023 17:29:47",171,827,26370
"08/02/2023 17:29:48",154,844,26376
"08/02/2023 17:29:48",141,842,26381
"08/02/2023 17:29:48",174,846,26386
"08/02/2023 17:29:48",183,809,26392
"08/02/2023 17:29:48",171,811,26398
"08/02/2023 17:29:48",184,827,26403
"08/02/2023 17:29:48",155,841,26409
"08/02/2023 17:29:48",153,845,26414
"08/02/2023 17:29:48",171,861,26420
"08/02/2023 17:29:48",156,858,26425
"08/02/2023 17:29:49",159,861,26431
"08/02/2023 17:29:49",187,857,26436
"08/02/2023 17:29:49",170,863,26441
"08/02/2023 17:29:49",167,860,26447
"08/02/2023 17:29:49",142,825,26453
"08/02/2023 17:29:49",166,841,26458
"08/02/2023 17:29:49",174,856,26464
"08/02/2023 17:29:49",153,814,26470
"08/02/2023 17:29:49",137,796,26475
"08/02/2023 17:29:49",175,793,26481
"08/02/2023 17:29:50",151,827,26486
"08/02/2023 17:29:50",140,858,26492
"08/02/2023 17:29:50",152,873,26497
"08/02/2023 17:29:50",170,872,26503
"08/02/2023 17:29:50",157,878,26508
"08/02/2023 17:29:50",156,862,26514
"08/02/2023 17:29:50",152,888,26519
"08/02/2023 17:29:50",156,878,26525
"08/02/2023 17:29:50",157,877,26530
"08/02/2023 17:29:50",167,889,26536
"08/02/2023 17:29:51",172,903,26541
"08/02/2023 17:29:51",158,893,26547
"08/02/2023 17:29:51",171,904,26552
"08/02/2023 17:29:51",154,896,26558
"08/02/2023 17:29:51",170,894,26563
"08/02/2023 17:29:51",152,891,26569
"08/02/2023 17:29:51",169,906,26575
"08/02/2023 17:29:51",155,895,26580
"08/02/2023 17:29:51",155,903,26586
"08/02/2023 17:29:51",171,894,26591
"08/02/2023 17:29:52",156,903,26597
"08/02/2023 17:29:52",158,905,26602
"08/02/2023 17:29:52",171,887,26608
"08/02/2023 17:29:52",171,891,26614
"08/02/2023 17:29:52",155,892,26619
"08/02/2023 17:29:52",171,895,26625
"08/02/2023 17:29:52",169,904,26631
"08/02/2023 17:29:52",176,906,26636
"08/02/2023 17:29:52",189,910,26642
"08/02/2023 17:29:52",168,920,26647
"08/02/2023 17:29:53",168,910,26653
"08/02/2023 17:29:53",143,919,26658
"08/02/2023 17:29:53",169,911,26664
"08/02/2023 17:29:53",167,935,26669
"08/02/2023 17:29:53",156,926,26675
"08/02/2023 17:29:53",168,923,26680
"08/02/2023 17:29:53",172,921,26686
"08/02/2023 17:29:53",174,925,26692
"08/02/2023 17:29:53",171,911,26697
"08/02/2023 17:29:53",185,908,26703
"08/02/2023 17:29:54",166,925,26709
"08/02/2023 17:29:54",168,923,26714
"08/02/2023 17:29:54",184,919,26720
"08/02/2023 17:29:54",157,934,26725
"08/02/2023 17:29:54",176,936,26731
"08/02/2023 17:29:54",159,925,26737
"08/02/2023 17:29:54",170,923,26743
"08/02/2023 17:29:54",141,936,26749
"08/02/2023 17:29:54",168,951,26754
"08/02/2023 17:29:54",170,953,26760
"08/02/2023 17:29:55",171,958,26766
"08/02/2023 17:29:55",185,968,26771
"08/02/2023 17:29:55",187,951,26777
"08/02/2023 17:29:55",185,959,26783
"08/02/2023 17:29:55",171,959,26788
"08/02/2023 17:29:55",173,967,26794
"08/02/2023 17:29:55",170,969,26800
"08/02/2023 17:29:55",155,968,26805
"08/02/2023 17:29:55",188,956,26811
"08/02/2023 17:29:55",174,953,26817
"08/02/2023 17:29:56",108,956,26822
"08/02/2023 17:29:56",185,955,26828
"08/02/2023 17:29:56",153,957,26834
"08/02/2023 17:29:56",171,971,26839
"08/02/2023 17:29:56",157,969,26845
"08/02/2023 17:29:56",141,954,26851
"08/02/2023 17:29:56",143,971,26857
"08/02/2023 17:29:56",175,957,26862
"08/02/2023 17:29:56",89,973,26868
"08/02/2023 17:29:56",171,957,26874
"08/02/2023 17:29:57",165,971,26879
"08/02/2023 17:29:57",167,971,26885
"08/02/2023 17:29:57",167,972,26891
"08/02/2023 17:29:57",187,985,26897
"08/02/2023 17:29:57",184,956,26902
"08/02/2023 17:29:57",186,970,26908
"08/02/2023 17:29:57",154,969,26914
"08/02/2023 17:29:57",155,985,26920
"08/02/2023 17:29:57",172,984,26925
"08/02/2023 17:29:57",139,972,26931
"08/02/2023 17:29:58",176,971,26937
"08/02/2023 17:29:58",157,973,26943
"08/02/2023 17:29:58",186,989,26949
"08/02/2023 17:29:58",156,972,26954
"08/02/2023 17:29:58",173,984,26960
"08/02/2023 17:29:58",160,969,26966
"08/02/2023 17:29:58",167,972,26972
"08/02/2023 17:29:58",185,957,26978
"08/02/2023 17:29:58",155,973,26984
"08/02/2023 17:29:58",172,971,26989
"08/02/2023 17:29:59",172,970,26995
"08/02/2023 17:29:59",168,972,27001
"08/02/2023 17:29:59",184,987,27007
"08/02/2023 17:29:59",168,974,27012
"08/02/2023 17:29:59",167,973,27018
"08/02/2023 17:29:59",140,971,27024
"08/02/2023 17:29:59",185,968,27030
"08/02/2023 17:29:59",174,984,27036
"08/02/2023 17:29:59",159,988,27041
"08/02/2023 17:29:59",152,976,27047
"08/02/2023 17:30:00",168,989,27053
"08/02/2023 17:30:00",171,986,27059
"08/02/2023 17:30:00",158,973,27064
"08/02/2023 17:30:00",156,970,27070
"08/02/2023 17:30:00",173,970,27076
"08/02/2023 17:30:00",158,990,27082
"08/02/2023 17:30:00",154,987,27088
"08/02/2023 17:30:00",158,975,27094
"08/02/2023 17:30:00",172,967,27099
"08/02/2023 17:30:00",169,984,27105
"08/02/2023 17:30:01",185,987,27111
"08/02/2023 17:30:01",169,985,27117
"08/02/2023 17:30:01",166,983,27122
"08/02/2023 17:30:01",169,975,27128
"08/02/2023 17:30:01",185,985,27134
"08/02/2023 17:30:01",157,983,27140
"08/02/2023 17:30:01",174,976,27145
"08/02/2023 17:30:01",167,984,27151
"08/02/2023 17:30:01",173,986,27157
"08/02/2023 17:30:01",191,987,27163
"08/02/2023 17:30:02",155,972,27169
"08/02/2023 17:30:02",168,976,27174
"08/02/2023 17:30:02",153,989,27180
"08/02/2023 17:30:02",152,985,27186
"08/02/2023 17:30:02",191,976,27192
"08/02/2023 17:30:02",201,991,27198
"08/02/2023 17:30:02",176,1000,27204
"08/02/2023 17:30:02",173,1003,27210
"08/02/2023 17:30:02",184,1035,27216
"08/02/2023 17:30:03",151,1065,27222
"08/02/2023 17:30:03",152,1096,27228
"08/02/2023 17:30:03",143,1114,27234
"08/02/2023 17:30:03",158,1132,27241
"08/02/2023 17:30:03",153,1151,27247
"08/02/2023 17:30:03",158,1178,27254
"08/02/2023 17:30:03",173,1198,27260
"08/02/2023 17:30:03",173,1241,27267
"08/02/2023 17:30:03",171,1243,27274
"08/02/2023 17:30:03",158,1273,27281
"08/02/2023 17:30:04",168,1278,27288
"08/02/2023 17:30:04",142,1294,27295
"08/02/2023 17:30:04",157,1310,27302
"08/02/2023 17:30:04",150,1310,27309
"08/02/2023 17:30:04",184,1324,27316
"08/02/2023 17:30:04",158,1309,27324
"08/02/2023 17:30:04",184,1341,27331
"08/02/2023 17:30:04",172,1323,27338
"08/02/2023 17:30:04",171,1310,27345
"08/02/2023 17:30:04",185,1307,27352
"08/02/2023 17:30:05",143,1302,27360
"08/02/2023 17:30:05",157,1293,27367
"08/02/2023 17:30:05",138,1294,27374
"08/02/2023 17:30:05",171,1303,27381
"08/02/2023 17:30:05",184,1293,27388
"08/02/2023 17:30:05",166,1291,27395
"08/02/2023 17:30:05",190,1305,27402
"08/02/2023 17:30:05",189,1292,27409
"08/02/2023 17:30:05",185,1306,27416
"08/02/2023 17:30:05",187,1271,27423
"08/02/2023 17:30:06",174,1278,27430
"08/02/2023 17:30:06",158,1273,27436
"08/02/2023 17:30:06",156,1271,27443
"08/02/2023 17:30:06",200,1276,27450
"08/02/2023 17:30:06",158,1276,27457
"08/02/2023 17:30:06",173,1261,27464
"08/02/2023 17:30:06",186,1273,27471
"08/02/2023 17:30:06",201,1261,27478
"08/02/2023 17:30:06",175,1272,27485
"08/02/2023 17:30:06",140,1247,27492
"08/02/2023 17:30:07",169,1255,27498
"08/02/2023 17:30:07",174,1273,27505
"08/02/2023 17:30:07",168,1263,27512
"08/02/2023 17:30:07",167,1260,27519
"08/02/2023 17:30:07",183,1248,27526
"08/02/2023 17:30:07",174,1259,27533
"08/02/2023 17:30:07",186,1259,27540
"08/02/2023 17:30:07",156,1272,27546
"08/02/2023 17:30:07",155,1271,27553
"08/02/2023 17:30:07",186,1273,27560
"08/02/2023 17:30:08",175,1275,27567
"08/02/2023 17:30:08",150,1278,27574
"08/02/2023 17:30:08",140,1291,27581
"08/02/2023 17:30:08",182,1287,27588
"08/02/2023 17:30:08",167,1279,27595
"08/02/2023 17:30:08",170,1277,27602
"08/02/2023 17:30:08",183,1288,27609
"08/02/2023 17:30:08",140,1289,27616
"08/02/2023 17:30:08",173,1274,27623
"08/02/2023 17:30:08",167,1275,27630
"08/02/2023 17:30:09",198,1289,27637
"08/02/2023 17:30:09",159,1278,27644
"08/02/2023 17:30:09",188,1293,27651
"08/02/2023 17:30:09",171,1308,27658
"08/02/2023 17:30:09",203,1290,27665
"08/02/2023 17:30:09",170,1296,27672
"08/02/2023 17:30:09",141,1294,27679
"08/02/2023 17:30:09",158,1293,27686
"08/02/2023 17:30:09",142,1290,27693
"08/02/2023 17:30:09",172,1303,27700
"08/02/2023 17:30:10",167,1309,27707
"08/02/2023 17:30:10",169,1306,27714
"08/02/2023 17:30:10",159,1294,27721
"08/02/2023 17:30:10",171,1306,27728
"08/02/2023 17:30:10",189,1310,27735
"08/02/2023 17:30:10",141,1304,27742
"08/02/2023 17:30:10",158,1310,27749
"08/02/2023 17:30:10",171,1320,27756
"08/02/2023 17:30:10",173,1311,27764
"08/02/2023 17:30:10",171,1309,27771
"08/02/2023 17:30:11",171,1335,27778
"08/02/2023 17:30:11",159,1325,27785
"08/02/2023 17:30:11",169,1307,27792
"08/02/2023 17:30:11",175,1321,27799
"08/02/2023 17:30:11",159,1312,27806
"08/02/2023 17:30:11",169,1334,27813
"08/02/2023 17:30:11",156,1336,27820
"08/02/2023 17:30:11",171,1324,27827
"08/02/2023 17:30:11",142,1320,27834
"08/02/2023 17:30:11",172,1306,27841
"08/02/2023 17:30:12",158,1326,27848
"08/02/2023 17:30:12",169,1319,27855
"08/02/2023 17:30:12",173,1321,27862
"08/02/2023 17:30:12",172,1323,27869
"08/02/2023 17:30:12",153,1335,27876
"08/02/2023 17:30:12",169,1323,27883
"08/02/2023 17:30:12",172,1336,27890
"08/02/2023 17:30:12",152,1311,27898
"08/02/2023 17:30:12",186,1343,27905
"08/02/2023 17:30:12",169,1322,27912
"08/02/2023 17:30:13",175,1327,27919
"08/02/2023 17:30:13",171,1328,27926
"08/02/2023 17:30:13",184,1328,27933
"08/02/2023 17:30:13",172,1322,27940
"08/02/2023 17:30:13",154,1322,27947
