horario,pressao,geracao,vazao
"08/02/2023 17:30:13",168,1322,27954
"08/02/2023 17:30:13",152,1335,27961
"08/02/2023 17:30:13",159,1336,27968
"08/02/2023 17:30:13",170,1335,27975
"08/02/2023 17:30:13",158,1341,27982
"08/02/2023 17:30:14",169,1336,27989
"08/02/2023 17:30:14",169,1342,27997
"08/02/2023 17:30:14",174,1339,28004
"08/02/2023 17:30:14",170,1325,28011
"08/02/2023 17:30:14",172,1325,28018
"08/02/2023 17:30:14",170,1324,28025
"08/02/2023 17:30:14",143,1335,28032
"08/02/2023 17:30:14",172,1337,28039
"08/02/2023 17:30:14",173,1325,28046
"08/02/2023 17:30:14",170,1324,28054
"08/02/2023 17:30:15",155,1326,28061
"08/02/2023 17:30:15",168,1339,28068
"08/02/2023 17:30:15",183,1325,28075
"08/02/2023 17:30:15",142,1340,28082
"08/02/2023 17:30:15",188,1327,28089
"08/02/2023 17:30:15",170,1341,28096
"08/02/2023 17:30:15",189,1342,28103
"08/02/2023 17:30:15",153,1342,28110
"08/02/2023 17:30:15",158,1326,28117
"08/02/2023 17:30:15",172,1337,28124
"08/02/2023 17:30:16",165,1323,28131
"08/02/2023 17:30:16",139,1340,28139
"08/02/2023 17:30:16",125,1353,28146
"08/02/2023 17:30:16",175,1341,28153
"08/02/2023 17:30:16",183,1354,28160
"08/02/2023 17:30:16",171,1356,28167
"08/02/2023 17:30:16",169,1341,28174
"08/02/2023 17:30:16",158,1356,28181
"08/02/2023 17:30:16",168,1341,28188
"08/02/2023 17:30:16",154,1353,28196
"08/02/2023 17:30:17",158,1353,28203
"08/02/2023 17:30:17",183,1341,28210
"08/02/2023 17:30:17",170,1344,28217
"08/02/2023 17:30:17",167,1359,28224
"08/02/2023 17:30:17",141,1326,28231
"08/02/2023 17:30:17",157,1356,28239
"08/02/2023 17:30:17",173,1356,28246
"08/02/2023 17:30:17",157,1352,28253
"08/02/2023 17:30:17",170,1341,28260
"08/02/2023 17:30:17",182,1340,28267
"08/02/2023 17:30:18",169,1344,28274
"08/02/2023 17:30:18",155,1353,28281
"08/02/2023 17:30:18",152,1341,28288
"08/02/2023 17:30:18",169,1342,28295
"08/02/2023 17:30:18",172,1342,28302
"08/02/2023 17:30:18",171,1343,28309
"08/02/2023 17:30:18",186,1358,28317
"08/02/2023 17:30:18",136,1353,28324
"08/02/2023 17:30:18",188,1343,28331
"08/02/2023 17:30:18",159,1353,28338
"08/02/2023 17:30:19",154,1355,28345
"08/02/2023 17:30:19",154,1352,28352
"08/02/2023 17:30:19",170,1351,28359
"08/02/2023 17:30:19",173,1358,28367
"08/02/2023 17:30:19",168,1354,28374
"08/02/2023 17:30:19",174,1368,28381
"08/02/2023 17:30:19",168,1368,28388
"08/02/2023 17:30:19",169,1367,28395
"08/02/2023 17:30:19",165,1367,28402
"08/02/2023 17:30:19",182,1359,28410
"08/02/2023 17:30:20",156,1354,28417
"08/02/2023 17:30:20",157,1356,28424
"08/02/2023 17:30:20",171,1353,28431
"08/02/2023 17:30:20",157,1384,28438
"08/02/2023 17:30:20",170,1373,28445
"08/02/2023 17:30:20",156,1372,28452
"08/02/2023 17:30:20",185,1384,28459
"08/02/2023 17:30:20",138,1373,28467
"08/02/2023 17:30:20",170,1373,28474
"08/02/2023 17:30:20",190,1372,28481
"08/02/2023 17:30:21",167,1374,28488
"08/02/2023 17:30:21",200,1370,28496
"08/02/2023 17:30:21",173,1372,28503
"08/02/2023 17:30:21",152,1356,28510
"08/02/2023 17:30:21",170,1368,28517
"08/02/2023 17:30:21",187,1370,28524
"08/02/2023 17:30:21",169,1370,28532
"08/02/2023 17:30:21",171,1374,28539
"08/02/2023 17:30:21",156,1370,28546
"08/02/2023 17:30:21",170,1370,28553
"08/02/2023 17:30:22",183,1369,28560
"08/02/2023 17:30:22",157,1359,28567
"08/02/2023 17:30:22",149,1369,28574
"08/02/2023 17:30:22",144,1384,28582
"08/02/2023 17:30:22",160,1359,28589
"08/02/2023 17:30:22",159,1373,28596
"08/02/2023 17:30:22",158,1373,28603
"08/02/2023 17:30:22",167,1368,28610
"08/02/2023 17:30:22",142,1358,28618
"08/02/2023 17:30:22",149,1376,28625
"08/02/2023 17:30:23",159,1383,28632
"08/02/2023 17:30:23",184,1368,28639
"08/02/2023 17:30:23",166,1371,28646
"08/02/2023 17:30:23",153,1368,28653
"08/02/2023 17:30:23",155,1372,28661
"08/02/2023 17:30:23",170,1373,28668
"08/02/2023 17:30:23",171,1370,28675
"08/02/2023 17:30:23",168,1368,28682
"08/02/2023 17:30:23",152,1372,28689
"08/02/2023 17:30:23",172,1384,28696
"08/02/2023 17:30:24",169,1368,28703
"08/02/2023 17:30:24",158,1373,28711
"08/02/2023 17:30:24",157,1375,28718
"08/02/2023 17:30:24",153,1370,28725
"08/02/2023 17:30:24",157,1369,28732
"08/02/2023 17:30:24",168,1360,28739
"08/02/2023 17:30:24",189,1385,28747
"08/02/2023 17:30:24",158,1370,28754
"08/02/2023 17:30:24",172,1376,28761
"08/02/2023 17:30:24",152,1374,28768
"08/02/2023 17:30:25",170,1371,28776
"08/02/2023 17:30:25",152,1370,28783
"08/02/2023 17:30:25",169,1370,28790
"08/02/2023 17:30:25",184,1359,28797
"08/02/2023 17:30:25",142,1373,28804
"08/02/2023 17:30:25",174,1372,28811
"08/02/2023 17:30:25",153,1374,28819
"08/02/2023 17:30:25",173,1368,28826
"08/02/2023 17:30:25",154,1368,28833
"08/02/2023 17:30:25",168,1373,28840
"08/02/2023 17:30:26",170,1369,28847
"08/02/2023 17:30:26",157,1358,28854
"08/02/2023 17:30:26",172,1370,28861
"08/02/2023 17:30:26",153,1373,28869
"08/02/2023 17:30:26",186,1368,28876
"08/02/2023 17:30:26",158,1385,28883
"08/02/2023 17:30:26",160,1376,28890
"08/02/2023 17:30:26",169,1386,28898
"08/02/2023 17:30:26",157,1374,28905
"08/02/2023 17:30:26",169,1372,28912
"08/02/2023 17:30:27",187,1383,28919
"08/02/2023 17:30:27",191,1375,28927
"08/02/2023 17:30:27",158,1386,28934
"08/02/2023 17:30:27",174,1402,28941
"08/02/2023 17:30:27",159,1374,28948
"08/02/2023 17:30:27",171,1374,28955
"08/02/2023 17:30:27",169,1384,28963
"08/02/2023 17:30:27",184,1386,28970
"08/02/2023 17:30:27",151,1397,28977
"08/02/2023 17:30:27",151,1387,28984
"08/02/2023 17:30:28",167,1386,28991
"08/02/2023 17:30:28",168,1375,28999
"08/02/2023 17:30:28",171,1383,29006
"08/02/2023 17:30:28",167,1388,29013
"08/02/2023 17:30:28",158,1384,29020
"08/02/2023 17:30:28",160,1374,29027
"08/02/2023 17:30:28",173,1385,29034
"08/02/2023 17:30:28",155,1384,29042
"08/02/2023 17:30:28",164,1383,29049
"08/02/2023 17:30:28",170,1372,29056
"08/02/2023 17:30:29",160,1385,29063
"08/02/2023 17:30:29",170,1371,29071
"08/02/2023 17:30:29",192,1383,29078
"08/02/2023 17:30:29",160,1373,29085
"08/02/2023 17:30:29",169,1375,29092
"08/02/2023 17:30:29",174,1385,29099
"08/02/2023 17:30:29",175,1389,29106
"08/02/2023 17:30:29",185,1389,29114
"08/02/2023 17:30:29",172,1386,29121
"08/02/2023 17:30:29",167,1388,29128
"08/02/2023 17:30:30",156,1384,29135
"08/02/2023 17:30:30",155,1388,29143
"08/02/2023 17:30:30",152,1386,29150
"08/02/2023 17:30:30",172,1391,29157
"08/02/2023 17:30:30",185,1402,29164
"08/02/2023 17:30:30",173,1391,29171
"08/02/2023 17:30:30",144,1391,29178
"08/02/2023 17:30:30",168,1391,29186
"08/02/2023 17:30:30",157,1387,29193
"08/02/2023 17:30:30",153,1388,29200
"08/02/2023 17:30:31",159,1386,29208
"08/02/2023 17:30:31",158,1401,29215
"08/02/2023 17:30:31",151,1391,29222
"08/02/2023 17:30:31",185,1387,29229
"08/02/2023 17:30:31",189,1401,29236
"08/02/2023 17:30:31",187,1385,29244
"08/02/2023 17:30:31",169,1399,29251
"08/02/2023 17:30:31",174,1383,29258
"08/02/2023 17:30:31",167,1387,29265
"08/02/2023 17:30:31",156,1391,29272
"08/02/2023 17:30:32",183,1392,29279
"08/02/2023 17:30:32",171,1389,29287
"08/02/2023 17:30:32",174,1385,29294
"08/02/2023 17:30:32",171,1401,29301
"08/02/2023 17:30:32",176,1400,29308
"08/02/2023 17:30:32",171,1391,29315
"08/02/2023 17:30:32",170,1386,29322
"08/02/2023 17:30:32",142,1386,29330
"08/02/2023 17:30:32",197,1387,29337
"08/02/2023 17:30:32",185,1385,29344
"08/02/2023 17:30:33",156,1390,29351
"08/02/2023 17:30:33",157,1407,29359
"08/02/2023 17:30:33",171,1404,29366
"08/02/2023 17:30:33",169,1387,29373
"08/02/2023 17:30:33",159,1390,29380
"08/02/2023 17:30:33",173,1391,29387
"08/02/2023 17:30:33",156,1400,29395
"08/02/2023 17:30:33",154,1403,29402
"08/02/2023 17:30:33",142,1371,29409
"08/02/2023 17:30:33",158,1400,29416
"08/02/2023 17:30:34",173,1391,29423
"08/02/2023 17:30:34",186,1391,29431
"08/02/2023 17:30:34",154,1403,29438
"08/02/2023 17:30:34",138,1386,29445
"08/02/2023 17:30:34",154,1390,29452
"08/02/2023 17:30:34",173,1405,29459
"08/02/2023 17:30:34",152,1392,29467
"08/02/2023 17:30:34",156,1403,29474
"08/02/2023 17:30:34",158,1418,29482
"08/02/2023 17:30:34",159,1450,29489
"08/02/2023 17:30:35",159,1469,29496
"08/02/2023 17:30:35",157,1496,29504
"08/02/2023 17:30:35",154,1497,29512
"08/02/2023 17:30:35",169,1550,29520
"08/02/2023 17:30:35",171,1563,29528
"08/02/2023 17:30:35",172,1591,29536
"08/02/2023 17:30:35",159,1615,29544
"08/02/2023 17:30:35",174,1631,29552
"08/02/2023 17:30:35",152,1659,29560
"08/02/2023 17:30:35",159,1690,29569
"08/02/2023 17:30:36",155,1704,29577
"08/02/2023 17:30:36",155,1705,29586
"08/02/2023 17:30:36",174,1707,29595
"08/02/2023 17:30:36",157,1695,29603
"08/02/2023 17:30:36",171,1723,29612
"08/02/2023 17:30:36",184,1708,29620
"08/02/2023 17:30:36",142,1704,29629
"08/02/2023 17:30:36",160,1694,29638
"08/02/2023 17:30:36",158,1708,29646
"08/02/2023 17:30:36",153,1677,29655
"08/02/2023 17:30:37",168,1705,29663
"08/02/2023 17:30:37",154,1693,29672
"08/02/2023 17:30:37",158,1693,29680
"08/02/2023 17:30:37",173,1708,29689
"08/02/2023 17:30:37",156,1695,29697
"08/02/2023 17:30:37",171,1688,29706
"08/02/2023 17:30:37",172,1687,29714
"08/02/2023 17:30:37",171,1688,29723
"08/02/2023 17:30:37",167,1690,29731
"08/02/2023 17:30:37",169,1678,29740
"08/02/2023 17:30:38",184,1675,29748
"08/02/2023 17:30:38",166,1695,29756
"08/02/2023 17:30:38",202,1689,29765
"08/02/2023 17:30:38",141,1703,29773
"08/02/2023 17:30:38",183,1692,29782
"08/02/2023 17:30:38",168,1704,29790
"08/02/2023 17:30:38",171,1674,29799
"08/02/2023 17:30:38",167,1689,29808
"08/02/2023 17:30:38",185,1693,29816
"08/02/2023 17:30:38",151,1691,29824
"08/02/2023 17:30:39",160,1688,29833
"08/02/2023 17:30:39",166,1704,29841
"08/02/2023 17:30:39",170,1673,29850
"08/02/2023 17:30:39",167,1692,29858
"08/02/2023 17:30:39",169,1688,29866
"08/02/2023 17:30:39",154,1704,29875
"08/02/2023 17:30:39",153,1702,29883
"08/02/2023 17:30:39",187,1704,29892
"08/02/2023 17:30:39",169,1695,29900
"08/02/2023 17:30:39",169,1662,29909
"08/02/2023 17:30:40",142,1708,29917
"08/02/2023 17:30:40",138,1705,29926
"08/02/2023 17:30:40",166,1696,29934
"08/02/2023 17:30:40",172,1720,29943
"08/02/2023 17:30:40",175,1706,29951
"08/02/2023 17:30:40",174,1711,29960
"08/02/2023 17:30:40",170,1710,29968
"08/02/2023 17:30:40",166,1678,29977
"08/02/2023 17:30:40",172,1708,29985
"08/02/2023 17:30:40",173,1707,29994
"08/02/2023 17:30:41",151,1695,30002
"08/02/2023 17:30:41",155,1720,30010
"08/02/2023 17:30:41",175,1737,30019
"08/02/2023 17:30:41",168,1680,30027
"08/02/2023 17:30:41",167,1706,30036
"08/02/2023 17:30:41",173,1709,30044
"08/02/2023 17:30:41",157,1688,30053
"08/02/2023 17:30:41",156,1721,30061
"08/02/2023 17:30:41",156,1726,30070
"08/02/2023 17:30:41",151,1692,30078
"08/02/2023 17:30:42",174,1706,30086
"08/02/2023 17:30:42",151,1720,30095
"08/02/2023 17:30:42",158,1711,30103
"08/02/2023 17:30:42",182,1709,30112
"08/02/2023 17:30:42",168,1711,30120
"08/02/2023 17:30:42",158,1728,30129
"08/02/2023 17:30:42",174,1708,30137
"08/02/2023 17:30:42",167,1734,30146
"08/02/2023 17:30:42",157,1695,30155
"08/02/2023 17:30:43",175,1725,30163
"08/02/2023 17:30:43",169,1707,30172
"08/02/2023 17:30:43",157,1719,30180
"08/02/2023 17:30:43",144,1710,30189
"08/02/2023 17:30:43",171,1739,30197
"08/02/2023 17:30:43",166,1725,30206
"08/02/2023 17:30:43",157,1705,30214
"08/02/2023 17:30:43",172,1737,30223
"08/02/2023 17:30:43",157,1704,30232
"08/02/2023 17:30:43",167,1724,30240
"08/02/2023 17:30:44",169,1724,30249
"08/02/2023 17:30:44",184,1724,30257
"08/02/2023 17:30:44",174,1723,30266
"08/02/2023 17:30:44",174,1708,30274
"08/02/2023 17:30:44",158,1735,30283
"08/02/2023 17:30:44",158,1738,30291
"08/02/2023 17:30:44",168,1719,30300
"08/02/2023 17:30:44",171,1727,30308
"08/02/2023 17:30:44",159,1720,30317
"08/02/2023 17:30:44",158,1712,30325
"08/02/2023 17:30:45",184,1707,30334
"08/02/2023 17:30:45",172,1711,30342
"08/02/2023 17:30:45",160,1705,30350
"08/02/2023 17:30:45",160,1726,30359
"08/02/2023 17:30:45",143,1724,30367
"08/02/2023 17:30:45",153,1688,30376
"08/02/2023 17:30:45",190,1723,30384
"08/02/2023 17:30:45",169,1721,30393
"08/02/2023 17:30:45",153,1722,30401
"08/02/2023 17:30:45",153,1735,30410
"08/02/2023 17:30:46",187,1708,30418
"08/02/2023 17:30:46",169,1723,30426
"08/02/2023 17:30:46",154,1708,30435
"08/02/2023 17:30:46",174,1727,30443
"08/02/2023 17:30:46",170,1725,30452
"08/02/2023 17:30:46",184,1724,30460
"08/02/2023 17:30:46",157,1722,30469
"08/02/2023 17:30:46",174,1710,30477
"08/02/2023 17:30:46",185,1727,30486
"08/02/2023 17:30:46",152,1721,30495
"08/02/2023 17:30:47",158,1738,30503
"08/02/2023 17:30:47",190,1725,30512
"08/02/2023 17:30:47",172,1721,30520
"08/02/2023 17:30:47",171,1738,30529
"08/02/2023 17:30:47",155,1738,30537
"08/02/2023 17:30:47",153,1724,30545
"08/02/2023 17:30:47",173,1752,30554
"08/02/2023 17:30:47",153,1719,30562
"08/02/2023 17:30:47",167,1736,30570
"08/02/2023 17:30:47",184,1708,30579
"08/02/2023 17:30:48",152,1711,30587
"08/02/2023 17:30:48",156,1738,30596
"08/02/2023 17:30:48",168,1721,30604
"08/02/2023 17:30:48",184,1736,30613
"08/02/2023 17:30:48",125,1751,30621
"08/02/2023 17:30:48",156,1721,30629
"08/02/2023 17:30:48",151,1723,30638
"08/02/2023 17:30:48",188,1736,30646
"08/02/2023 17:30:48",169,1719,30655
"08/02/2023 17:30:48",187,1742,30663
"08/02/2023 17:30:49",184,1737,30672
"08/02/2023 17:30:49",159,1752,30680
"08/02/2023 17:30:49",173,1743,30688
"08/02/2023 17:30:49",157,1739,30697
"08/02/2023 17:30:49",170,1728,30706
"08/02/2023 17:30:49",170,1736,30714
"08/02/2023 17:30:49",183,1737,30722
"08/02/2023 17:30:49",170,1734,30731
"08/02/2023 17:30:49",172,1742,30739
"08/02/2023 17:30:49",188,1719,30748
"08/02/2023 17:30:50",170,1724,30756
"08/02/2023 17:30:50",174,1736,30765
"08/02/2023 17:30:50",168,1754,30773
"08/02/2023 17:30:50",157,1739,30782
"08/02/2023 17:30:50",171,1742,30790
"08/02/2023 17:30:50",143,1709,30799
"08/02/2023 17:30:50",183,1736,30807
"08/02/2023 17:30:50",169,1754,30815
"08/02/2023 17:30:50",149,1735,30824
"08/02/2023 17:30:50",173,1721,30833
"08/02/2023 17:30:51",158,1726,30841
"08/02/2023 17:30:51",159,1743,30850
"08/02/2023 17:30:51",175,1743,30858
"08/02/2023 17:30:51",156,1722,30867
"08/02/2023 17:30:51",184,1738,30875
"08/02/2023 17:30:51",172,1711,30883
"08/02/2023 17:30:51",153,1743,30892
"08/02/2023 17:30:51",185,1737,30900
"08/02/2023 17:30:51",158,1742,30909
"08/02/2023 17:30:51",159,1755,30917
"08/02/2023 17:30:52",170,1737,30926
"08/02/2023 17:30:52",183,1755,30934
"08/02/2023 17:30:52",155,1721,30943
"08/02/2023 17:30:52",171,1753,30951
"08/02/2023 17:30:52",108,1740,30960
"08/02/2023 17:30:52",171,1751,30968
"08/02/2023 17:30:52",168,1753,30977
"08/02/2023 17:30:52",169,1751,30985
"08/02/2023 17:30:52",170,1740,30994
"08/02/2023 17:30:52",170,1767,31003
"08/02/2023 17:30:53",171,1722,31011
"08/02/2023 17:30:53",184,1769,31020
"08/02/2023 17:30:53",185,1736,31028
"08/02/2023 17:30:53",167,1741,31036
"08/02/2023 17:30:53",172,1769,31045
"08/02/2023 17:30:53",170,1754,31053
"08/02/2023 17:30:53",169,1743,31062
"08/02/2023 17:30:53",171,1754,31070
"08/02/2023 17:30:53",172,1759,31079
"08/02/2023 17:30:53",175,1737,31087
"08/02/2023 17:30:54",255,1771,31096
"08/02/2023 17:30:54",170,1755,31104
"08/02/2023 17:30:54",183,1752,31113
"08/02/2023 17:30:54",184,1771,31122
"08/02/2023 17:30:54",175,1723,31130
"08/02/2023 17:30:54",170,1743,31138
"08/02/2023 17:30:54",182,1751,31147
"08/02/2023 17:30:54",156,1754,31155
"08/02/2023 17:30:54",160,1736,31164
"08/02/2023 17:30:54",171,1752,31173
"08/02/2023 17:30:55",175,1726,31181
"08/02/2023 17:30:55",171,1757,31190
"08/02/2023 17:30:55",154,1753,31198
"08/02/2023 17:30:55",155,1740,31207
"08/02/2023 17:30:55",156,1744,31215
"08/02/2023 17:30:55",159,1753,31224
"08/02/2023 17:30:55",169,1769,31232
"08/02/2023 17:30:55",170,1739,31241
"08/02/2023 17:30:55",185,1768,31249
"08/02/2023 17:30:55",169,1735,31258
"08/02/2023 17:30:56",187,1744,31266
"08/02/2023 17:30:56",169,1758,31274
"08/02/2023 17:30:56",153,1735,31283
"08/02/2023 17:30:56",186,1743,31291
"08/02/2023 17:30:56",170,1736,31300
"08/02/2023 17:30:56",169,1770,31308
"08/02/2023 17:30:56",155,1772,31317
"08/02/2023 17:30:56",158,1726,31325
"08/02/2023 17:30:56",155,1772,31334
"08/02/2023 17:30:56",151,1722,31343
"08/02/2023 17:30:57",154,1767,31351
"08/02/2023 17:30:57",186,1754,31360
"08/02/2023 17:30:57",169,1759,31368
"08/02/2023 17:30:57",186,1752,31377
"08/02/2023 17:30:57",187,1739,31385
"08/02/2023 17:30:57",154,1773,31394
"08/02/2023 17:30:57",170,1755,31402
"08/02/2023 17:30:57",172,1742,31410
"08/02/2023 17:30:57",170,1757,31419
"08/02/2023 17:30:57",172,1739,31427
"08/02/2023 17:30:58",153,1771,31436
"08/02/2023 17:30:58",189,1757,31444
"08/02/2023 17:30:58",172,1769,31452
"08/02/2023 17:30:58",157,1741,31461
"08/02/2023 17:30:58",190,1756,31469
"08/02/2023 17:30:58",169,1727,31478
"08/02/2023 17:30:58",200,1768,31486
"08/02/2023 17:30:58",185,1771,31494
"08/02/2023 17:30:58",159,1740,31503
"08/02/2023 17:30:58",183,1759,31512
"08/02/2023 17:30:59",166,1750,31520
"08/02/2023 17:30:59",171,1771,31528
"08/02/2023 17:30:59",158,1737,31537
"08/02/2023 17:30:59",169,1768,31545
"08/02/2023 17:30:59",154,1743,31554
"08/02/2023 17:30:59",158,1754,31562
"08/02/2023 17:30:59",183,1773,31570
"08/02/2023 17:30:59",152,1740,31579
"08/02/2023 17:30:59",185,1773,31587
"08/02/2023 17:30:59",170,1758,31596
"08/02/2023 17:31:00",170,1773,31604
"08/02/2023 17:31:00",171,1750,31612
"08/02/2023 17:31:00",154,1755,31621
"08/02/2023 17:31:00",169,1728,31629
"08/02/2023 17:31:00",184,1751,31638
"08/02/2023 17:31:00",154,1737,31646
"08/02/2023 17:31:00",155,1757,31654
"08/02/2023 17:31:00",172,1735,31663
"08/02/2023 17:31:00",157,1738,31672
"08/02/2023 17:31:00",187,1742,31680
"08/02/2023 17:31:01",160,1758,31689
"08/02/2023 17:31:01",156,1726,31697
"08/02/2023 17:31:01",143,1770,31705
"08/02/2023 17:31:01",144,1723,31714
"08/02/2023 17:31:01",153,1774,31722
"08/02/2023 17:31:01",175,1768,31730
"08/02/2023 17:31:01",138,1736,31739
"08/02/2023 17:31:01",172,1767,31747
"08/02/2023 17:31:01",169,1743,31756
"08/02/2023 17:31:01",158,1769,31764
"08/02/2023 17:31:02",167,1769,31773
"08/02/2023 17:31:02",142,1754,31781
"08/02/2023 17:31:02",155,1770,31789
"08/02/2023 17:31:02",168,1742,31798
"08/02/2023 17:31:02",175,1766,31806
"08/02/2023 17:31:02",170,1741,31815
"08/02/2023 17:31:02",170,1769,31823
"08/02/2023 17:31:02",173,1768,31832
"08/02/2023 17:31:02",158,1766,31840
"08/02/2023 17:31:02",184,1771,31849
"08/02/2023 17:31:03",157,1755,31857
"08/02/2023 17:31:03",187,1771,31866
"08/02/2023 17:31:03",169,1758,31874
"08/02/2023 17:31:03",192,1817,31883
"08/02/2023 17:31:03",169,1819,31891
"08/02/2023 17:31:03",153,1881,31900
"08/02/2023 17:31:03",169,1912,31909
"08/02/2023 17:31:03",172,1913,31918
"08/02/2023 17:31:03",183,1966,31927
"08/02/2023 17:31:03",168,1991,31936
"08/02/2023 17:31:04",159,2016,31945
"08/02/2023 17:31:04",155,2060,31955
"08/02/2023 17:31:04",174,2087,31964
"08/02/2023 17:31:04",174,2108,31974
"08/02/2023 17:31:04",185,2103,31983
"08/02/2023 17:31:04",140,2122,31993
"08/02/2023 17:31:04",176,2127,32003
"08/02/2023 17:31:04",156,2141,32012
"08/02/2023 17:31:04",185,2136,32023
"08/02/2023 17:31:04",173,2127,32032
"08/02/2023 17:31:05",171,2125,32042
"08/02/2023 17:31:05",169,2137,32052
"08/02/2023 17:31:05",141,2140,32062
"08/02/2023 17:31:05",175,2135,32071
"08/02/2023 17:31:05",187,2118,32081
"08/02/2023 17:31:05",174,2111,32090
"08/02/2023 17:31:05",154,2104,32100
"08/02/2023 17:31:05",159,2104,32110
"08/02/2023 17:31:05",185,2103,32119
"08/02/2023 17:31:05",168,2103,32128
"08/02/2023 17:31:06",189,2105,32138
"08/02/2023 17:31:06",188,2090,32147
"08/02/2023 17:31:06",158,2093,32157
"08/02/2023 17:31:06",154,2078,32166
"08/02/2023 17:31:06",167,2087,32175
"08/02/2023 17:31:06",184,2061,32185
"08/02/2023 17:31:06",154,2075,32194
"08/02/2023 17:31:06",175,2074,32203
"08/02/2023 17:31:06",187,2063,32213
"08/02/2023 17:31:06",186,2073,32222
"08/02/2023 17:31:07",170,2077,32232
"08/02/2023 17:31:07",172,2075,32241
"08/02/2023 17:31:07",168,2074,32250
"08/02/2023 17:31:07",203,2078,32260
"08/02/2023 17:31:07",175,2077,32269
"08/02/2023 17:31:07",185,2077,32278
"08/02/2023 17:31:07",186,2077,32287
"08/02/2023 17:31:07",158,2090,32296
"08/02/2023 17:31:07",158,2088,32306
"08/02/2023 17:31:07",185,2095,32315
"08/02/2023 17:31:08",171,2078,32324
"08/02/2023 17:31:08",188,2089,32333
"08/02/2023 17:31:08",185,2092,32343
"08/02/2023 17:31:08",172,2087,32352
"08/02/2023 17:31:08",187,2105,32361
"08/02/2023 17:31:08",192,2075,32370
"08/02/2023 17:31:08",158,2093,32379
"08/02/2023 17:31:08",184,2103,32388
"08/02/2023 17:31:08",175,2088,32398
"08/02/2023 17:31:08",159,2093,32407
"08/02/2023 17:31:09",173,2107,32416
"08/02/2023 17:31:09",167,2107,32425
"08/02/2023 17:31:09",173,2095,32434
"08/02/2023 17:31:09",283,2104,32444
"08/02/2023 17:31:09",156,2104,32453
"08/02/2023 17:31:09",186,2126,32462
"08/02/2023 17:31:09",172,2107,32470
"08/02/2023 17:31:09",189,2090,32479
"08/02/2023 17:31:09",189,2104,32488
"08/02/2023 17:31:09",183,2107,32497
"08/02/2023 17:31:10",183,2090,32506
"08/02/2023 17:31:10",176,2110,32515
"08/02/2023 17:31:10",171,2094,32524
"08/02/2023 17:31:10",186,2093,32533
"08/02/2023 17:31:10",184,2103,32542
"08/02/2023 17:31:10",183,2105,32550
"08/02/2023 17:31:10",187,2091,32559
"08/02/2023 17:31:10",174,2095,32567
"08/02/2023 17:31:10",170,2103,32576
"08/02/2023 17:31:10",207,2109,32584
"08/02/2023 17:31:11",201,2105,32593
"08/02/2023 17:31:11",187,2105,32601
"08/02/2023 17:31:11",171,2110,32609
"08/02/2023 17:31:11",185,2111,32616
"08/02/2023 17:31:11",172,2119,32623
"08/02/2023 17:31:11",201,2089,32631
"08/02/2023 17:31:11",187,2105,32638
"08/02/2023 17:31:11",192,2089,32645
"08/02/2023 17:31:11",174,2104,32652
"08/02/2023 17:31:11",183,2104,32659
"08/02/2023 17:31:12",187,2091,32666
"08/02/2023 17:31:12",185,2092,32673
"08/02/2023 17:31:12",200,2079,32680
"08/02/2023 17:31:12",204,2092,32687
"08/02/2023 17:31:12",184,2094,32694
"08/02/2023 17:31:12",171,2095,32700
"08/02/2023 17:31:12",173,2095,32707
"08/02/2023 17:31:12",189,2088,32714
"08/02/2023 17:31:12",190,2090,32721
"08/02/2023 17:31:12",218,2103,32728
"08/02/2023 17:31:13",200,2089,32735
"08/02/2023 17:31:13",156,2077,32742
"08/02/2023 17:31:13",187,2094,32749
"08/02/2023 17:31:13",169,2091,32756
"08/02/2023 17:31:13",190,2095,32763
"08/02/2023 17:31:13",205,2095,32769
"08/02/2023 17:31:13",214,2088,32776
"08/02/2023 17:31:13",192,2091,32783
"08/02/2023 17:31:13",216,2076,32790
"08/02/2023 17:31:13",173,2078,32797
"08/02/2023 17:31:14",184,2096,32804
"08/02/2023 17:31:14",190,2104,32810
"08/02/2023 17:31:14",200,2095,32817
"08/02/2023 17:31:14",203,2044,32824
"08/02/2023 17:31:14",174,2088,32831
"08/02/2023 17:31:14",200,2087,32838
"08/02/2023 17:31:14",190,2095,32845
"08/02/2023 17:31:14",190,2087,32852
"08/02/2023 17:31:14",190,2092,32859
"08/02/2023 17:31:14",203,2088,32866
"08/02/2023 17:31:15",187,2090,32873
"08/02/2023 17:31:15",190,2105,32880
"08/02/2023 17:31:15",205,2096,32886
"08/02/2023 17:31:15",199,2106,32893
"08/02/2023 17:31:15",197,2094,32900
"08/02/2023 17:31:15",171,2090,32907
"08/02/2023 17:31:15",184,2095,32914
"08/02/2023 17:31:15",153,2091,32921
"08/02/2023 17:31:15",188,2096,32928
"08/02/2023 17:31:15",206,2103,32934
"08/02/2023 17:31:16",190,2092,32941
"08/02/2023 17:31:16",200,2104,32948
"08/02/2023 17:31:16",185,2095,32955
"08/02/2023 17:31:16",187,2093,32962
"08/02/2023 17:31:16",217,2092,32969
"08/02/2023 17:31:16",218,2119,32976
"08/02/2023 17:31:16",199,2103,32982
"08/02/2023 17:31:16",206,2105,32989
"08/02/2023 17:31:16",191,2106,32996
"08/02/2023 17:31:16",199,2107,33003
"08/02/2023 17:31:17",187,2107,33010
